Gene stable ID	Gene name	Gene description	Gene type	WikiGene name	Gene stable ID version
ENSG00000132286	TIMM10B	translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022]	protein_coding	TIMM10B	ENSG00000132286.12
ENSG00000132294	EFR3A	EFR3 homolog A [Source:HGNC Symbol;Acc:HGNC:28970]	protein_coding	EFR3A	ENSG00000132294.15
ENSG00000132297	HHLA1	HERV-H LTR-associating 1 [Source:HGNC Symbol;Acc:HGNC:4904]	protein_coding	HHLA1	ENSG00000132297.13
ENSG00000132300	PTCD3	pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717]	protein_coding	PTCD3	ENSG00000132300.19
ENSG00000132305	IMMT	inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047]	protein_coding	IMMT	ENSG00000132305.22
ENSG00000132313	MRPL35	mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]	protein_coding	MRPL35	ENSG00000132313.15
ENSG00000132321	IQCA1	IQ motif containing with AAA domain 1 [Source:HGNC Symbol;Acc:HGNC:26195]	protein_coding	IQCA1	ENSG00000132321.17
ENSG00000132323	ILKAP	ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]	protein_coding	ILKAP	ENSG00000132323.9
ENSG00000132326	PER2	period circadian regulator 2 [Source:HGNC Symbol;Acc:HGNC:8846]	protein_coding	PER2	ENSG00000132326.12
ENSG00000132330	SCLY	selenocysteine lyase [Source:HGNC Symbol;Acc:HGNC:18161]	protein_coding	SCLY	ENSG00000132330.18
ENSG00000132334	PTPRE	protein tyrosine phosphatase receptor type E [Source:HGNC Symbol;Acc:HGNC:9669]	protein_coding	PTPRE	ENSG00000132334.17
ENSG00000132356	PRKAA1	protein kinase AMP-activated catalytic subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9376]	protein_coding	PRKAA1	ENSG00000132356.12
ENSG00000132357	CARD6	caspase recruitment domain family member 6 [Source:HGNC Symbol;Acc:HGNC:16394]	protein_coding	CARD6	ENSG00000132357.14
ENSG00000132359	RAP1GAP2	RAP1 GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:29176]	protein_coding	RAP1GAP2	ENSG00000132359.16
ENSG00000132361	CLUH	clustered mitochondria homolog [Source:HGNC Symbol;Acc:HGNC:29094]	protein_coding	CLUH	ENSG00000132361.18
ENSG00000132376	INPP5K	inositol polyphosphate-5-phosphatase K [Source:HGNC Symbol;Acc:HGNC:33882]	protein_coding	INPP5K	ENSG00000132376.20
ENSG00000132382	MYBBP1A	MYB binding protein 1a [Source:HGNC Symbol;Acc:HGNC:7546]	protein_coding	MYBBP1A	ENSG00000132382.15
ENSG00000132383	RPA1	replication protein A1 [Source:HGNC Symbol;Acc:HGNC:10289]	protein_coding	RPA1	ENSG00000132383.12
ENSG00000132386	SERPINF1	serpin family F member 1 [Source:HGNC Symbol;Acc:HGNC:8824]	protein_coding	SERPINF1	ENSG00000132386.11
ENSG00000132388	UBE2G1	ubiquitin conjugating enzyme E2 G1 [Source:HGNC Symbol;Acc:HGNC:12482]	protein_coding	UBE2G1	ENSG00000132388.13
ENSG00000132394	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific [Source:HGNC Symbol;Acc:HGNC:24614]	protein_coding	EEFSEC	ENSG00000132394.11
ENSG00000132405	TBC1D14	TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246]	protein_coding	TBC1D14	ENSG00000132405.19
ENSG00000132406	TMEM128	transmembrane protein 128 [Source:HGNC Symbol;Acc:HGNC:28201]	protein_coding	TMEM128	ENSG00000132406.12
ENSG00000132423	COQ3	coenzyme Q3, methyltransferase [Source:HGNC Symbol;Acc:HGNC:18175]	protein_coding	COQ3	ENSG00000132423.12
ENSG00000132424	PNISR	PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]	protein_coding	PNISR	ENSG00000132424.17
ENSG00000132429	POPDC3	popeye domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17649]	protein_coding	POPDC3	ENSG00000132429.10
ENSG00000132432	SEC61G	SEC61 translocon subunit gamma [Source:HGNC Symbol;Acc:HGNC:18277]	protein_coding	SEC61G	ENSG00000132432.14
ENSG00000132434	LANCL2	LanC like 2 [Source:HGNC Symbol;Acc:HGNC:6509]	protein_coding	LANCL2	ENSG00000132434.10
ENSG00000132436	FIGNL1	fidgetin like 1 [Source:HGNC Symbol;Acc:HGNC:13286]	protein_coding	FIGNL1	ENSG00000132436.12
ENSG00000132437	DDC	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	protein_coding	DDC	ENSG00000132437.18
ENSG00000132463	GRSF1	G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]	protein_coding	GRSF1	ENSG00000132463.15
ENSG00000132465	JCHAIN	joining chain of multimeric IgA and IgM [Source:HGNC Symbol;Acc:HGNC:5713]	protein_coding	JCHAIN	ENSG00000132465.12
ENSG00000132466	ANKRD17	ankyrin repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:23575]	protein_coding	ANKRD17	ENSG00000132466.20
ENSG00000132467	UTP3	UTP3 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24477]	protein_coding	UTP3	ENSG00000132467.4
ENSG00000132470	ITGB4	integrin subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:6158]	protein_coding	ITGB4	ENSG00000132470.14
ENSG00000132471	WBP2	WW domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12738]	protein_coding	WBP2	ENSG00000132471.12
ENSG00000132475	H3-3B	H3.3 histone B [Source:HGNC Symbol;Acc:HGNC:4765]	protein_coding	H3-3B	ENSG00000132475.10
ENSG00000132478	UNK	unk zinc finger [Source:HGNC Symbol;Acc:HGNC:29369]	protein_coding	UNK	ENSG00000132478.10
ENSG00000132481	TRIM47	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]	protein_coding	TRIM47	ENSG00000132481.7
ENSG00000132485	ZRANB2	zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058]	protein_coding	ZRANB2	ENSG00000132485.14
ENSG00000132507	EIF5A	eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]	protein_coding	EIF5A	ENSG00000132507.18
ENSG00000132510	KDM6B	lysine demethylase 6B [Source:HGNC Symbol;Acc:HGNC:29012]	protein_coding	KDM6B	ENSG00000132510.11
ENSG00000132514	CLEC10A	C-type lectin domain containing 10A [Source:HGNC Symbol;Acc:HGNC:16916]	protein_coding	CLEC10A	ENSG00000132514.14
ENSG00000132517	SLC52A1	solute carrier family 52 member 1 [Source:HGNC Symbol;Acc:HGNC:30225]	protein_coding	SLC52A1	ENSG00000132517.15
ENSG00000132530	XAF1	XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]	protein_coding	XAF1	ENSG00000132530.17
ENSG00000132535	DLG4	discs large MAGUK scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:2903]	protein_coding	DLG4	ENSG00000132535.22
ENSG00000132541	RIDA	reactive intermediate imine deaminase A homolog [Source:HGNC Symbol;Acc:HGNC:16897]	protein_coding	RIDA	ENSG00000132541.11
ENSG00000132549	VPS13B	vacuolar protein sorting 13 homolog B [Source:HGNC Symbol;Acc:HGNC:2183]	protein_coding	VPS13B	ENSG00000132549.20
ENSG00000132554	RGS22	regulator of G protein signaling 22 [Source:HGNC Symbol;Acc:HGNC:24499]	protein_coding	RGS22	ENSG00000132554.21
ENSG00000132561	MATN2	matrilin 2 [Source:HGNC Symbol;Acc:HGNC:6908]	protein_coding	MATN2	ENSG00000132561.14
ENSG00000132563	REEP2	receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:17975]	protein_coding	REEP2	ENSG00000132563.17
ENSG00000132570	PCBD2	pterin-4 alpha-carbinolamine dehydratase 2 [Source:HGNC Symbol;Acc:HGNC:24474]	protein_coding	PCBD2	ENSG00000132570.15
ENSG00000132581	SDF2	stromal cell derived factor 2 [Source:HGNC Symbol;Acc:HGNC:10675]	protein_coding	SDF2	ENSG00000132581.10
ENSG00000132589	FLOT2	flotillin 2 [Source:HGNC Symbol;Acc:HGNC:3758]	protein_coding	FLOT2	ENSG00000132589.16
ENSG00000132591	ERAL1	Era like 12S mitochondrial rRNA chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3424]	protein_coding	ERAL1	ENSG00000132591.12
ENSG00000132600	PRMT7	protein arginine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:25557]	protein_coding	PRMT7	ENSG00000132600.18
ENSG00000132603	NIP7	nucleolar pre-rRNA processing protein NIP7 [Source:HGNC Symbol;Acc:HGNC:24328]	protein_coding	NIP7	ENSG00000132603.15
ENSG00000132604	TERF2	telomeric repeat binding factor 2 [Source:HGNC Symbol;Acc:HGNC:11729]	protein_coding	TERF2	ENSG00000132604.11
ENSG00000132612	VPS4A	vacuolar protein sorting 4 homolog A [Source:HGNC Symbol;Acc:HGNC:13488]	protein_coding	VPS4A	ENSG00000132612.16
ENSG00000132613	MTSS2	MTSS I-BAR domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25094]	protein_coding	MTSS2	ENSG00000132613.16
ENSG00000132622	HSPA12B	heat shock protein family A (Hsp70) member 12B [Source:HGNC Symbol;Acc:HGNC:16193]	protein_coding	HSPA12B	ENSG00000132622.11
ENSG00000132623	ANKEF1	ankyrin repeat and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15803]	protein_coding	ANKEF1	ENSG00000132623.16
ENSG00000132631	SCP2D1	SCP2 sterol binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16211]	protein_coding	SCP2D1	ENSG00000132631.6
ENSG00000132635	PCED1A	PC-esterase domain containing 1A [Source:HGNC Symbol;Acc:HGNC:16212]	protein_coding	PCED1A	ENSG00000132635.17
ENSG00000132639	SNAP25	synaptosome associated protein 25 [Source:HGNC Symbol;Acc:HGNC:11132]	protein_coding	SNAP25	ENSG00000132639.14
ENSG00000132640	BTBD3	BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15854]	protein_coding	BTBD3	ENSG00000132640.15
ENSG00000132646	PCNA	proliferating cell nuclear antigen [Source:HGNC Symbol;Acc:HGNC:8729]	protein_coding	PCNA	ENSG00000132646.11
ENSG00000132664	POLR3F	RNA polymerase III subunit F [Source:HGNC Symbol;Acc:HGNC:15763]	protein_coding	POLR3F	ENSG00000132664.13
ENSG00000132669	RIN2	Ras and Rab interactor 2 [Source:HGNC Symbol;Acc:HGNC:18750]	protein_coding	RIN2	ENSG00000132669.14
ENSG00000132670	PTPRA	protein tyrosine phosphatase receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]	protein_coding	PTPRA	ENSG00000132670.21
ENSG00000132671	SSTR4	somatostatin receptor 4 [Source:HGNC Symbol;Acc:HGNC:11333]	protein_coding	SSTR4	ENSG00000132671.6
ENSG00000132676	DAP3	death associated protein 3 [Source:HGNC Symbol;Acc:HGNC:2673]	protein_coding	DAP3	ENSG00000132676.16
ENSG00000132677	RHBG	Rh family B glycoprotein [Source:HGNC Symbol;Acc:HGNC:14572]	protein_coding	RHBG	ENSG00000132677.13
ENSG00000132680	KHDC4	KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]	protein_coding	KHDC4	ENSG00000132680.11
ENSG00000132688	NES	nestin [Source:HGNC Symbol;Acc:HGNC:7756]	protein_coding	NES	ENSG00000132688.11
ENSG00000132692	BCAN	brevican [Source:HGNC Symbol;Acc:HGNC:23059]	protein_coding	BCAN	ENSG00000132692.19
ENSG00000132693	CRP	C-reactive protein [Source:HGNC Symbol;Acc:HGNC:2367]	protein_coding	CRP	ENSG00000132693.12
ENSG00000132694	ARHGEF11	Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]	protein_coding	ARHGEF11	ENSG00000132694.19
ENSG00000132698	RAB25	RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]	protein_coding	RAB25	ENSG00000132698.15
ENSG00000132702	HAPLN2	hyaluronan and proteoglycan link protein 2 [Source:HGNC Symbol;Acc:HGNC:17410]	protein_coding	HAPLN2	ENSG00000132702.13
ENSG00000132703	APCS	amyloid P component, serum [Source:HGNC Symbol;Acc:HGNC:584]	protein_coding	APCS	ENSG00000132703.4
ENSG00000132704	FCRL2	Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875]	protein_coding	FCRL2	ENSG00000132704.16
ENSG00000132716	DCAF8	DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:HGNC:24891]	protein_coding	DCAF8	ENSG00000132716.19
ENSG00000132718	SYT11	synaptotagmin 11 [Source:HGNC Symbol;Acc:HGNC:19239]	protein_coding	SYT11	ENSG00000132718.9
ENSG00000132744	ACY3	aminoacylase 3 [Source:HGNC Symbol;Acc:HGNC:24104]	protein_coding	ACY3	ENSG00000132744.8
ENSG00000132746	ALDH3B2	aldehyde dehydrogenase 3 family member B2 [Source:HGNC Symbol;Acc:HGNC:411]	protein_coding	ALDH3B2	ENSG00000132746.16
ENSG00000132763	MMACHC	metabolism of cobalamin associated C [Source:HGNC Symbol;Acc:HGNC:24525]	protein_coding	MMACHC	ENSG00000132763.15
ENSG00000132768	DPH2	diphthamide biosynthesis 2 [Source:HGNC Symbol;Acc:HGNC:3004]	protein_coding	DPH2	ENSG00000132768.14
ENSG00000132773	TOE1	target of EGR1, exonuclease [Source:HGNC Symbol;Acc:HGNC:15954]	protein_coding	TOE1	ENSG00000132773.12
ENSG00000132780	NASP	nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]	protein_coding	NASP	ENSG00000132780.17
ENSG00000132781	MUTYH	mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]	protein_coding	MUTYH	ENSG00000132781.20
ENSG00000132792	CTNNBL1	catenin beta like 1 [Source:HGNC Symbol;Acc:HGNC:15879]	protein_coding	CTNNBL1	ENSG00000132792.19
ENSG00000132793	LPIN3	lipin 3 [Source:HGNC Symbol;Acc:HGNC:14451]	protein_coding	LPIN3	ENSG00000132793.12
ENSG00000132801	ZSWIM3	zinc finger SWIM-type containing 3 [Source:HGNC Symbol;Acc:HGNC:16157]	protein_coding	ZSWIM3	ENSG00000132801.7
ENSG00000132819	RBM38	RNA binding motif protein 38 [Source:HGNC Symbol;Acc:HGNC:15818]	protein_coding	RBM38	ENSG00000132819.17
ENSG00000132821	VSTM2L	V-set and transmembrane domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:16096]	protein_coding	VSTM2L	ENSG00000132821.12
ENSG00000132823	OSER1	oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]	protein_coding	OSER1	ENSG00000132823.11
ENSG00000132824	SERINC3	serine incorporator 3 [Source:HGNC Symbol;Acc:HGNC:11699]	protein_coding	SERINC3	ENSG00000132824.14
ENSG00000132825	PPP1R3D	protein phosphatase 1 regulatory subunit 3D [Source:HGNC Symbol;Acc:HGNC:9294]	protein_coding	PPP1R3D	ENSG00000132825.7
ENSG00000132837	DMGDH	dimethylglycine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24475]	protein_coding	DMGDH	ENSG00000132837.15
ENSG00000132840	BHMT2	betaine--homocysteine S-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:1048]	protein_coding	BHMT2	ENSG00000132840.10
ENSG00000132842	AP3B1	adaptor related protein complex 3 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:566]	protein_coding	AP3B1	ENSG00000132842.15
ENSG00000132846	ZBED3	zinc finger BED-type containing 3 [Source:HGNC Symbol;Acc:HGNC:20711]	protein_coding	ZBED3	ENSG00000132846.6
ENSG00000132849	PATJ	PATJ crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:28881]	protein_coding	PATJ	ENSG00000132849.22
ENSG00000132854	KANK4	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]	protein_coding	KANK4	ENSG00000132854.19
ENSG00000132855	ANGPTL3	angiopoietin like 3 [Source:HGNC Symbol;Acc:HGNC:491]	protein_coding	ANGPTL3	ENSG00000132855.5
ENSG00000132872	SYT4	synaptotagmin 4 [Source:HGNC Symbol;Acc:HGNC:11512]	protein_coding	SYT4	ENSG00000132872.12
ENSG00000132879	FBXO44	F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847]	protein_coding	FBXO44	ENSG00000132879.14
ENSG00000132881	CPLANE2	ciliogenesis and planar polarity effector complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28127]	protein_coding	CPLANE2	ENSG00000132881.12
ENSG00000132906	CASP9	caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]	protein_coding	CASP9	ENSG00000132906.18
ENSG00000132911	NMUR2	neuromedin U receptor 2 [Source:HGNC Symbol;Acc:HGNC:16454]	protein_coding	NMUR2	ENSG00000132911.5
ENSG00000132912	DCTN4	dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]	protein_coding	DCTN4	ENSG00000132912.13
ENSG00000132915	PDE6A	phosphodiesterase 6A [Source:HGNC Symbol;Acc:HGNC:8785]	protein_coding	PDE6A	ENSG00000132915.12
ENSG00000132932	ATP8A2	ATPase phospholipid transporting 8A2 [Source:HGNC Symbol;Acc:HGNC:13533]	protein_coding	ATP8A2	ENSG00000132932.19
ENSG00000132938	MTUS2	microtubule associated scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:20595]	protein_coding	MTUS2	ENSG00000132938.22
ENSG00000132950	ZMYM5	zinc finger MYM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13029]	protein_coding	ZMYM5	ENSG00000132950.19
ENSG00000132952	USPL1	ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294]	protein_coding	USPL1	ENSG00000132952.12
ENSG00000132963	POMP	proteasome maturation protein [Source:HGNC Symbol;Acc:HGNC:20330]	protein_coding	POMP	ENSG00000132963.9
ENSG00000132965	ALOX5AP	arachidonate 5-lipoxygenase activating protein [Source:HGNC Symbol;Acc:HGNC:436]	protein_coding	ALOX5AP	ENSG00000132965.10
ENSG00000132970	WASF3	WASP family member 3 [Source:HGNC Symbol;Acc:HGNC:12734]	protein_coding	WASF3	ENSG00000132970.14
ENSG00000132972	RNF17	ring finger protein 17 [Source:HGNC Symbol;Acc:HGNC:10060]	protein_coding	RNF17	ENSG00000132972.19
ENSG00000132975	GPR12	G protein-coupled receptor 12 [Source:HGNC Symbol;Acc:HGNC:4466]	protein_coding	GPR12	ENSG00000132975.8
ENSG00000133019	CHRM3	cholinergic receptor muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]	protein_coding	CHRM3	ENSG00000133019.12
ENSG00000133020	MYH8	myosin heavy chain 8 [Source:HGNC Symbol;Acc:HGNC:7578]	protein_coding	MYH8	ENSG00000133020.4
ENSG00000133026	MYH10	myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]	protein_coding	MYH10	ENSG00000133026.14
ENSG00000133027	PEMT	phosphatidylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8830]	protein_coding	PEMT	ENSG00000133027.18
ENSG00000133028	SCO1	synthesis of cytochrome C oxidase 1 [Source:HGNC Symbol;Acc:HGNC:10603]	protein_coding	SCO1	ENSG00000133028.12
ENSG00000133030	MPRIP	myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:HGNC:30321]	protein_coding	MPRIP	ENSG00000133030.22
ENSG00000133056	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972]	protein_coding	PIK3C2B	ENSG00000133056.14
ENSG00000133059	DSTYK	dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]	protein_coding	DSTYK	ENSG00000133059.17
ENSG00000133063	CHIT1	chitinase 1 [Source:HGNC Symbol;Acc:HGNC:1936]	protein_coding	CHIT1	ENSG00000133063.16
ENSG00000133065	SLC41A1	solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:HGNC:19429]	protein_coding	SLC41A1	ENSG00000133065.11
ENSG00000133067	LGR6	leucine rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719]	protein_coding	LGR6	ENSG00000133067.18
ENSG00000133069	TMCC2	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	protein_coding	TMCC2	ENSG00000133069.17
ENSG00000133083	DCLK1	doublecortin like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2700]	protein_coding	DCLK1	ENSG00000133083.15
ENSG00000133103	COG6	component of oligomeric golgi complex 6 [Source:HGNC Symbol;Acc:HGNC:18621]	protein_coding	COG6	ENSG00000133103.17
ENSG00000133104	SPART	spartin [Source:HGNC Symbol;Acc:HGNC:18514]	protein_coding	SPART	ENSG00000133104.14
ENSG00000133106	EPSTI1	epithelial stromal interaction 1 [Source:HGNC Symbol;Acc:HGNC:16465]	protein_coding	EPSTI1	ENSG00000133106.15
ENSG00000133110	POSTN	periostin [Source:HGNC Symbol;Acc:HGNC:16953]	protein_coding	POSTN	ENSG00000133110.15
ENSG00000133112	TPT1	tumor protein, translationally-controlled 1 [Source:HGNC Symbol;Acc:HGNC:12022]	protein_coding	TPT1	ENSG00000133112.17
ENSG00000133114	GPALPP1	GPALPP motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:20298]	protein_coding	GPALPP1	ENSG00000133114.18
ENSG00000133115	STOML3	stomatin like 3 [Source:HGNC Symbol;Acc:HGNC:19420]	protein_coding	STOML3	ENSG00000133115.12
ENSG00000133119	RFC3	replication factor C subunit 3 [Source:HGNC Symbol;Acc:HGNC:9971]	protein_coding	RFC3	ENSG00000133119.13
ENSG00000133121	STARD13	StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]	protein_coding	STARD13	ENSG00000133121.21
ENSG00000133124	IRS4	insulin receptor substrate 4 [Source:HGNC Symbol;Acc:HGNC:6128]	protein_coding	IRS4	ENSG00000133124.12
ENSG00000133131	MORC4	MORC family CW-type zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:23485]	protein_coding	MORC4	ENSG00000133131.15
ENSG00000133134	BEX2	brain expressed X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30933]	protein_coding	BEX2	ENSG00000133134.12
ENSG00000133135	RNF128	ring finger protein 128 [Source:HGNC Symbol;Acc:HGNC:21153]	protein_coding	RNF128	ENSG00000133135.14
ENSG00000133138	TBC1D8B	TBC1 domain family member 8B [Source:HGNC Symbol;Acc:HGNC:24715]	protein_coding	TBC1D8B	ENSG00000133138.20
ENSG00000133169	BEX1	brain expressed X-linked 1 [Source:HGNC Symbol;Acc:HGNC:1036]	protein_coding	BEX1	ENSG00000133169.6
ENSG00000133193	FAM104A	family with sequence similarity 104 member A [Source:HGNC Symbol;Acc:HGNC:25918]	protein_coding	FAM104A	ENSG00000133193.13
ENSG00000133216	EPHB2	EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]	protein_coding	EPHB2	ENSG00000133216.17
ENSG00000133226	SRRM1	serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]	protein_coding	SRRM1	ENSG00000133226.18
ENSG00000133246	PRAM1	PML-RARA regulated adaptor molecule 1 [Source:HGNC Symbol;Acc:HGNC:30091]	protein_coding	PRAM1	ENSG00000133246.12
ENSG00000133247	KMT5C	lysine methyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:28405]	protein_coding	KMT5C	ENSG00000133247.14
ENSG00000133250	ZNF414	zinc finger protein 414 [Source:HGNC Symbol;Acc:HGNC:20630]	protein_coding	ZNF414	ENSG00000133250.14
ENSG00000133265	HSPBP1	HSPA (Hsp70) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24989]	protein_coding	HSPBP1	ENSG00000133265.11
ENSG00000133275	CSNK1G2	casein kinase 1 gamma 2 [Source:HGNC Symbol;Acc:HGNC:2455]	protein_coding	CSNK1G2	ENSG00000133275.16
ENSG00000133302	SLF1	SMC5-SMC6 complex localization factor 1 [Source:HGNC Symbol;Acc:HGNC:25408]	protein_coding	SLF1	ENSG00000133302.13
ENSG00000133313	CNDP2	carnosine dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24437]	protein_coding	CNDP2	ENSG00000133313.15
ENSG00000133315	MACROD1	mono-ADP ribosylhydrolase 1 [Source:HGNC Symbol;Acc:HGNC:29598]	protein_coding	MACROD1	ENSG00000133315.12
ENSG00000133316	WDR74	WD repeat domain 74 [Source:HGNC Symbol;Acc:HGNC:25529]	protein_coding	WDR74	ENSG00000133316.16
ENSG00000133318	RTN3	reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]	protein_coding	RTN3	ENSG00000133318.14
ENSG00000133321	PLAAT4	phospholipase A and acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:9869]	protein_coding	PLAAT4	ENSG00000133321.11
ENSG00000133328	PLAAT2	phospholipase A and acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17824]	protein_coding	PLAAT2	ENSG00000133328.4
ENSG00000133392	MYH11	myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569]	protein_coding	MYH11	ENSG00000133392.18
ENSG00000133393	CEP20	centrosomal protein 20 [Source:HGNC Symbol;Acc:HGNC:26435]	protein_coding	CEP20	ENSG00000133393.13
ENSG00000133401	PDZD2	PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18486]	protein_coding	PDZD2	ENSG00000133401.16
ENSG00000133422	MORC2	MORC family CW-type zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:23573]	protein_coding	MORC2	ENSG00000133422.14
ENSG00000133424	LARGE1	LARGE xylosyl- and glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:6511]	protein_coding	LARGE1	ENSG00000133424.22
ENSG00000133433	GSTT2B	glutathione S-transferase theta 2B [Source:HGNC Symbol;Acc:HGNC:33437]	protein_coding	GSTT2B	ENSG00000133433.11
ENSG00000133454	MYO18B	myosin XVIIIB [Source:HGNC Symbol;Acc:HGNC:18150]	protein_coding	MYO18B	ENSG00000133454.16
ENSG00000133460	SLC2A11	solute carrier family 2 member 11 [Source:HGNC Symbol;Acc:HGNC:14239]	protein_coding	SLC2A11	ENSG00000133460.20
ENSG00000133466	C1QTNF6	C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]	protein_coding	C1QTNF6	ENSG00000133466.14
ENSG00000133475	GGT2P	gamma-glutamyltransferase 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:4251]	transcribed_unprocessed_pseudogene		ENSG00000133475.18
ENSG00000133477	FAM83F	family with sequence similarity 83 member F [Source:HGNC Symbol;Acc:HGNC:25148]	protein_coding	FAM83F	ENSG00000133477.17
ENSG00000133561	GIMAP6	GTPase, IMAP family member 6 [Source:HGNC Symbol;Acc:HGNC:21918]	protein_coding	GIMAP6	ENSG00000133561.15
ENSG00000133574	GIMAP4	GTPase, IMAP family member 4 [Source:HGNC Symbol;Acc:HGNC:21872]	protein_coding	GIMAP4	ENSG00000133574.10
ENSG00000133597	ADCK2	aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039]	protein_coding	ADCK2	ENSG00000133597.11
ENSG00000133606	MKRN1	makorin ring finger protein 1 [Source:HGNC Symbol;Acc:HGNC:7112]	protein_coding	MKRN1	ENSG00000133606.11
